,Text,Class,Score
34,Basically um last year we had uh a design challenge it was pretty unique um and um so I'll take that as our challenge um so we basically had a year to solve this um and I was head of one of the sub-groups last year the actual design sub-group and um I mean we approached in a methodical way just like I think that's the best way to solve most problems,0,0.19821442239249298
35,Um got input from every team member um and um basically um looked at looked at all our possibilities um and um we ran the numbers,0,0.33141366362000685
36,Ultimately like I think that's the best way to solve most problems,0,0.3937983692193587
37,We ended up with um a design that got the best overall score,1,0.5052336361306978
38,on the basis of just basically incorporating um every team member's input,0,0.2387154408523499
39,Okay um so one of my I think definitely since coming here I've noticed that one of my biggest weaknesses is written communication,0,0.39521743774958146
40,Um I really was not intimidated by the thought of it in high school but I um definitely since coming here I find that perhaps um at the expense of technical skills my written communication skills have atrophied maybe is the right word,0,0.08546649212793798
41,And um so I definitely I think I'm um pretty aware of this and um and um,0,0.27356360199342006
42,I would definitely like to improve it and um,1,0.5724056014340263
43,so what I'm going to do is try to force myself whenever I'm writing papers or taking reports for whether it be for research or for classes just to go through the proper revision cycle force myself to make sure that I'm actually being um that I'm being succinct in what I'm saying have other people reading give me feedback,0,0.03148873152377071
44,Okay um I um I mean I think I don't know what this position that it is,0,0.4316075683376617
45,Yeah sure but if I knew that this position was I think that I would want it because um this is really what I thrive off of,0,0.11320191250810435
46,I um enjoy doing it um and I would be excited to come to work every day to do it,0,0.3080838209192851
47,Um which um that's like the biggest thing for me,0,0.39245568688584626
48,I um I would be excited to come do it and I know I would put my you know put my all into doing a good job at it because I would be excited to come do it,0,0.36752171347256557
49,And um I think that um I have a decent skill set to do this and I think that I'm qualified to contribute in this area,0,0.27356360199342006
50,Uhh I’m a junior at MIT uhh I’m double majoring in Management and Biology er I’m very interested in the world of finance uh business consulting all of those sorts of things,0,0.3022838906250506
51,Um so I’ve tried to take on different leadership roles that would prepare me for uh those sort of roles in the business world,0,0.3022838906250506
52,Outside of school I enjoy running cross-country and track I’m on the varsity team at MIT,0,0.4716025486650735
53,And umm I’m also very involved in Greek Life at MIT so I’m on the Panhellenic Executive Board as Vice President of Programming and also hold a leadership position in my sorority,0,0.04151446662050083
54,Umm so I think this past year my biggest priority has been my position as Vice President of Programming for Panhellenic and umm just in that position uhh I hold a leadership role on the exec board,0,0.2397396965153384
55,We have weekly meetings I’m charge of putting together our programming calendar for our entire year,0,0.4064865837293959
56,So I have interface with a lot of MIT faculty and bring together the exec board as a whole and the different sororities uhh to meet and attend different events,0,0.09444753853762607
57,And I think to put together all these events I’m working together with different people on campus I have to show leadership and show strong communication skills,0,0.27356360199342006
58,Umm so I guess this past semester actually I’m associate advisor for umm freshmen and I work with my freshmen advisor as well and another associate advisor and er the three of us were trying to come up with an event to host for the freshman and I think we all er were very uhh set on our ideas,0,0.1679107013538831
59,So having to full time communicate and work on an idea that could bring all our thoughts and goals together,0,0.19732153176187164
60,Um so we had to work together to formulate some sort of event that would satisfy each of our different goals and that was difficult at first ‘cause we had just met each other and it was difficult to understand where the other people were coming from,0,0.2977831921157918
61,But after that and after communicating what our main goals for the event for would be we eventually figured out what we wanted to do,0,0.1066093052570166
62,Uhh yeah so we had — we were trying to communicate via email at first so I think that was uhh inefficient especially since we had only met in a group once before umm so meeting in person and really trying to outline not just like what the event was going to be what our purpose of the event was going to be and what we trying to communicate with the freshmen,0,0.07732075106804231
63,I think by boiling down to what our purpose was for the event we were able to build it up from there,0,0.4278115946273691
64,Umm so I think one of my weaknesses is public speaking actually and uhh I think by taking a variety of classes especially this one class that I’m in that focuses on management and communication,0,0.1804648747309403
65,I’ve been kind of thrown into positions where I have to give impromptu speeches uhh and debate my point in different arguments and I think that the practice is helping me a lot and it allows me to become more comfortable and more confident in what I’m saying which I think helps me in the long run like public speaking in general,1,0.7642480901805394
66,I think I’ve been able to build up my confidence and know like how to structure my speeches and interviews and impromptus better,1,0.7642480901805394
67,Uhh I think my different leadership positions as well as my academic experience umm would allow me to perform well on the job,1,0.6100299707868481
68,I think I’ve worked umm both individually in a project as well as in a team-focused environment which umm I think is key for consulting and investment banking positions,1,0.7642480901805394
69,I also feel that my MIT background uh the quantitative analysis that I’ve done in classes as well as my internship experiences would help perform well on the job as well so…,1,0.7642480901805394
70,I'm good how are you?,1,0.6359670093958226
71,Ok so I'm a Junior at MIT majoring in Mechanical Engineering,0,0.3022838906250506
72,Uh my focus is in uh Robotics and Product Design,0,0.3022838906250506
73,Uh I'm originally from Seattle Washington,0,0.3022838906250506
74,Ummm I'm really interested in a combination of robotics and like psychology phased in,0,0.23226963873358347
75,So artificial intelligence or that vein of thinking,0,0.16634557565434505
76,Um I'm also I do a little bit of theater on the side,0,0.3022838906250506
77,So considering doing some sort of combination,0,0.07018898356424853
78,It's a wide range of interests so I'm trying to figure out a way to uh put in a lot of it into one thing but yeah,0,0.1768600974688769
79,Mmhmm,0,0.2387154408523499
80,Yeah ok,0,0.2387154408523499
81,So um in high school I was a life guard,0,0.09444753853762607
82,And that's it was a great job but it was a lot of working with other lifeguards in kind of in a a team situation,0,0.13457995866975905
83,Um and a lot of the times one person would have to step up in order to be a leader with you know uh like swi- like we taught swim lessons,1,0.5713018750224388
84,And I would have a partner with me and we'd both be teaching the same kids,0,0.14153925129016182
85,And I'd have to you know tell them what to do or tell them what exactly we were going to do during that class,0,0.17706877029180262
86,That sort of stuff,0,0.2387154408523499
87,Ok ummm not going to use the lifeguard example again,0,0.2387154408523499
88,Uhhhh in high school we would have to work on team projects a lot ummm I don't know in history class or that kind of a thing work working with projects,1,0.6790936156954253
89,And sometimes we'd have kids who wouldn't do their home- do you know their part on time or people who didn't like they what they were doing,0,0.29160838405168515
90,There was one specific time where we had a conflict where one girl just decided she didn't really want to do you know any of the any of the project she wasn't really showing up to class wasn't doing any of the any of the stuff she had to so we had to talk to her and figure out what was going on and kind of resolve the conflict in that way,0,0.08346230788665299
91,In what way? Like -,0,0.22382088283936255
92,Yeah,0,0.2387154408523499
93,So I mean us as a group we met with the teacher umm and told her what was happening,0,0.14153925129016182
94,And then,0,0.07018898356424853
95,The next the next day when the girl came to class we you know sat her down asked her why she wasn't doing the homework,0,0.3927973489599513
96,Whatever that kind of stuff,0,0.2387154408523499
97,But it was it was just a case of high school kids not wanting to do anything,0,0.07018898356424853
98,So (laughs),0,0.07018898356424853
99,Ok ummm I have a really bad habit of trying to do everything all at once and I sometimes put too much on my plate,0,0.07257576414901218
100,And I recognize that you have to delegate tasks in a group or tell someone when they've given you too much to do,0,0.11980571834570754
101,So I think it's kind of in terms of how I'm trying to improve that is be realistic with myself on the amount of time I have or what my skills are,0,0.27356360199342006
102,And if I need help ask for it or if I need someone to do part of it ask for it,0,0.09444753853762607
103,And early on not the day before something has to be done tell them that it's not going to happen,0,0.07018898356424853
104,Ummmm I think you should hire me because your company ummm is a great would be a great opportunity for me to learn and improve as an Engineer umm and I think I could just add a lot to the team in general in terms of like like my wide interests and and education background,1,0.6712110669180035
105,Good,1,0.9036480987850044
106,Ok umm I'm currently a junior at M,0,0.3022838906250506
107,studying electrical engineering and computer science,0,0.2387154408523499
108,Umm I first became interested in engineering in high school I guess when I worked in a lab at a material science lab at U,1,0.6100299707868481
109,Berkley,0,0.2387154408523499
110,Umm and since then I've worked at a variety of different places including labs and at uh and in the industry including electrical engineering labs here and at Standford and umm Promex Industries which is a chip packaging company in the silicon valley,0,0.4716025486650735
111,Umm in high school I was part of the school orchestra and I played bassoon,0,0.3022838906250506
112,I was the principle bassoon there,0,0.3938730607112474
113,So that means I was in charge of the bassoon section,0,0.09444753853762607
114,So basically umm I ran extra I ran practices for within our section outside of uh when the orchestra would get together and practice,0,0.14153925129016182
115,I coordinated that,0,0.3938730607112474
116,I also uh set up events between the woodwind sections to uh you know so people would get to know each other and you know we could practice together and things like that,1,0.7341612924740594
117,Umm this past summer I worked in Spain,0,0.4716025486650735
118,Umm in operations research and I was part of a research group there,0,0.3022838906250506
119,Umm it was so we had uh within our team it was communicating with each other was the biggest challenge because my Spanish isn't so great and their English wasn't so great,1,0.5852163666581659
120,So umm what we ended we basically communicated through like the papers through the papers we read umm we well one thing that helped was we both got like everyone they got better at speaking English I got better at understanding them,0,0.25353811833686407
121,I guess they got better at understanding my Spanish also,1,0.7642480901805394
122,So we were able to communicate by just you know talking really slowly repeating everything a couple times,0,0.02145176706406078
123,Umm we also did a lot of technical things and so those were mostly related to technical papers and things like that,1,0.5671518808090605
124,Those were written mostly in English so that was that wasn't so much of a problem for me,0,0.14316569343261962
125,but,0,0.07018898356424853
126,it made it because they were working in the area already and I was new to the area looking through these made it easier for me to understand what my role was what I was supposed to do,1,0.5338463461786015
127,Umm things like that,0,0.39245568688584626
128,umm well one thing right now is that I can get really hung up on small details and uh it becomes a problem because its it can be distracting and cause me to lose sight of like the big picture,0,0.11161482957460721
129,But since coming to M,0,0.07018898356424853
130,I've been I've been involved in a lot of classes a lot of activites and things and that's forced me to manage my time better,1,0.6490718829987913
131,So now that uh like I have because I have a lot of time constraints I'm forced to finish a project or assignment or whatever and I can't I can't get caught up in like little things that don't ultimately make a big a difference,0,0.1768600974688769
132,So um by being forced to manage my time more I'm uh overcoming this problem,0,0.04151446662050083
133,Well I have the I have the quantitative and qualitative skills necessary to accomplish uh accomplish project goals and get things done,0,0.4716025486650735
134,Uh I can solve problems and and can work pretty well in a team,0,0.2704138274778955
135,I'm also very interested in what this company does and um I'd really like to work there,0,0.38535842737456816
136,Good how are you?,1,0.8452898993011722
137,I'm a student at MIT and Im a junior right now but I'm probably gonna graduate this year,0,0.3635965128388753
138,So uh that's kind of exciting at scary at the same time,0,0.060661407047331486
139,Uh like I said I'm a computer science major so some of the stuff that I'm interested in is computational photography and a lot of graphic stuff,0,0.4716025486650735
140,I've got a bunch of experience with web development mainly uh front end development so that's uh I guess where a lot of my experience lies,0,0.39521743774958146
141,Um so I was a member of the Society of Women Engineers and with the Graduate Students Association of MIT and the senior class they run the fall career fair which is the only career fair in the fall and it's the biggest at MIT,0,0.08191717026182452
142,I was actually the publicity chair for that,0,0.18051115217519223
143,So it involves you know interfacing you know with over 230 companies and dealing with not only making the guide book and making sure all of the information is readily available to students but also publicizing individual info sessions and obviously the career fair itself,0,0.16870585012516354
144,SO um it definitely was a lot of responsibility and not only did I have to become a leader for the Society of Women Engineers but also fora leader for this smaller team of seven people that ran the career fair itself,0,0.1768600974688769
145,Well I,1,0.5724056014340263
146,so for one of my classes we have to it's a software design class where you have to work with other students,0,0.3071236897231417
147,So I was assigned two teammates randomly and we had one teammate who really wasn't pulling their weight and wasn't contributing in a way that was you know fair and even and so what we ended up doing is we all thankfully were able to sit down and talk,0,0.05873216278558005
148,We were able to get a hold of her and we realized it was because we were dividing the work in a way that made it really difficult for her it was not playing off her strengths,0,0.12568037976852317
149,So we redistributed the work and she was able to do things that were still helpful but played more to her strengths,0,0.19732153176187164
150,Um I think one of my weaknesses is I'm a perfectionist so when I do work on teams I have trouble sometimes delegating tasks because I want to micromanage and make sure everything is just the way it is,0,0.3937983692193587
151,But what I've done to overcome that is basically just sort of familiarized myself with how to um like say no to a task and just kind of I guess modualize [sic] projects more,0,0.14391429829796515
152,So I think I had trouble when I was always thinking big picture and then I would want to look at every single detail i that big picture,0,0.0705571610152508
153,But if I just give myself one part of the project and just you know divide it into different modules in my head then I'm able to just you know perfect my one part but not so much focus on every little detail,0,0.21899413203219753
154,Uh I think that my skill set is pretty unique because I'm both technical and also well-spoken and I'd be able to communicate really well,0,0.34651595146154224
155,And I think it's a unique combination to have both of those skills,0,0.15455013832531528
156,I'm doing fine uh thank you how about you? Um have you like you know um the storm I hope that hasn't like disturbed any power too much,1,0.9766711421137009
157,Oh yeah,0,0.2387154408523499
158,I mean Boston didn't get hit too bad so,0,0.21250816544335416
159,That's at least very fortunate,0,0.39245568688584626
160,Um okay so I'm a current junior at MIT,0,0.3022838906250506
161,I'm studying biological engineering,0,0.3938730607112474
162,Um so it's some some of the things I do on campus,0,0.3022838906250506
163,Um I'm really involved in um MIT Met Life,0,0.12805425526188313
164,So I'm I'm secretary of the club and I go to the meetings um and um part of my roles like help you know organize groups where um poster sessions and information sessions,0,0.21899413203219753
165,Just like spread the word of Met Life on campus um and that's um sort of helps me like explore like it has really gotten me more interested in a field of like healthcare,0,0.17963402645220658
166,Um that plus like my um my studies,0,0.4716025486650735
167,Um I'm also involved in Chinese student club escort culture,0,0.3022838906250506
168,So I do a lot of you know pudding on campus for um events like night market which I worked I helped organize just last week,0,0.21899413203219753
169,So um it that sort of helps me with communication my communication skills,0,0.09444753853762607
170,You know talking to the officers of other student clubs,0,0.13115931029929018
171,Okay so um last um uh this past summer I worked in a research lab in Bangkok and it was the first time that I had ever been outside of you know the United States for an extended period of time,1,0.5380555749984539
172,And one of my assignments was to you know sort of lead uh sort of like drive the direction of like a research project that they were doing which was to research um a generic um in hopes of releasing it to the market,0,0.21899413203219753
173,Um sometime in the future,0,0.2387154408523499
174,Because I had I was partnered up with some a lab partner that was less experienced than I was um I found myself in many situations having to help guide her along and getting up to speed with the project and the techniques that we needed to do our experiments,0,0.4064865837293959
175,Um it was it was a little bit of a strange dynamic because she was older than me,0,0.2115156921086478
176,Because she was an incoming graduate student but she did not have much research like lab experience,0,0.39245568688584626
177,So I had to balance like being informative without making it seem like this like she was in some ways my superior,0,0.1768600974688769
178,So that was like an um I had I had to like teach her the techniques you know coming off as like oh I know more than you do,0,0.21899413203219753
179,Um but what I found was what worked for both of us was that um I would like explain it to her before we were in the lab which helped cut down a lot of the frustration that came up if like she had to ask me questions like every like between like every set,0,0.3694476305055536
180,So that's um that's probably the one way I showed leadership,0,0.118032441819917
181,Okay so the a couple um IPs I worked for a start up um they were a green billing research directory,0,0.4716025486650735
182,online,0,0.2387154408523499
183,And I worked for my fellow exterior on helping to market this the use of this directory to the clients,0,0.1768600974688769
184,Um so we had to it was a little bit difficult because we had to like we had to cold call like people and getting over the initial awkwardness of what it's like to talk to somebody you've never met or seen before and trying to like pitch an idea to them and be like oh there's this really great resource and you've signed up for it,0,0.15796148039797941
185,But we've noticed that you like hadn't used it,0,0.2428917736095061
186,Um are there things that like you feel would make it better,1,0.5963737714021422
187,Um things that you would like to see that you think would make it more effective,1,0.5963737714021422
188,And um we both had to sort of like teach ourselves how to talk to like the the reps that we're calling and we would um strategize what worked what didn't what had people respond and what didn't and-,0,0.19732153176187164
189,And by like documenting it all down also,0,0.13457995866975905
190,So that we could leave like a record of what worked for maybe someone else was to found,0,0.23979299191356468
191,So um eventually we actually got like a system,0,0.07692020109018043
192,Like a way we would structure the questions and ask them that word and like list like a couple response,1,0.5052336361306978
193,Okay um so something so a weakness that I found um and I'm still like working to try to like overcome it is I tend to be long winded in explaining things,0,0.08191717026182452
194,Um it's hard for me to take something that I'm thinking about and communicating it um concisely um the first time around,0,0.2397396965153384
195,Because I feel like I always leave something out after I finish saying it,1,0.6100299707868481
196,So I tend to go back and elaborate,0,0.09444753853762607
197,And then while I'm thinking about it still I'll like talk more about what's coming to mind,0,0.27356360199342006
198,Um it's something that I've been working on by siding it for things like this,0,0.4716025486650735
199,And by trying to take up a more prominent role in like the in like the clubs I'm in and like trying to you know participate more actively in the classes,0,0.21899413203219753
200,Um trying to as much as I can to go to um lab presentations for my year off and speaking-,0,0.3022838906250506
201,In front of audiences to try to um make myself less long winded and more precise,0,0.4716025486650735
202,Um I think that I can bring I don't know like something different a new perspective to the table especially coming from MIT,1,0.6100299707868481
203,Um having had like a very quantitative background,0,0.39245568688584626
204,Um and given that I've had like extensive experience um in research um and my leadership activities on campus I think that I can bring both the technical skills and um a way to effectively hopefully communicate to um communicate my ideas and bring like a different sort of perspective to your company,1,0.6712110669180035
205,And I'm hardworking um and I always wanna make sure I will do a good job and detail oriented and um I just love working with other people on like projects that excite me,0,0.1768600974688769
206,So um that's something that I come from [inaudible] that flatters me is working with people elaborating,0,0.04151446662050083
207,And that's um definitely a skill that I can bring to your company so thank you for your time,1,0.9213289183094181
208,Very good how are you?,0,0.45741044182905144
209,Yea um so I am junior here at MIT ummm studying economics as well as urban planning and within those departments I am really trying to focus on international development,0,0.23226963873358347
210,Ummm and because I am interested in either after school going in to either like public health or umm public policy type areas,0,0.4716025486650735
211,But both focusing on international development,0,0.07018898356424853
212,Ummm yea that’s a little bit,0,0.2387154408523499
213,I'm from right outside of Philadelphia ummm and I am the uh second youngest of 3,1,0.6490718829987913
214,Uh sure ummm so currently I am actually the co president of an organization here on campus called club med (sp?),0,0.12805425526188313
215,And we actually started last year but last year it was founded by a different person ummm although I was part of the like founding board I guess you would say,0,0.2084526096831633
216,Ummm and I guess last year basically what happened was the person who founded it did it for her resume and she wasn't really invested in it,0,0.20470832345123025
217,Umm and so basically last year was pretty much a flop we did we didn't accomplish much last year,1,0.5052336361306978
218,So this year has been trying to start over ummm as well as trying to take what kind of we felt what was wrong last year and really try to fix those pieces,0,0.05718337446450901
219,Yea,0,0.2387154408523499
220,umm that is a good question umm I think so freshman year ummm I participated in a program here called terescope (sp?),1,0.6100299707868481
221,And it’s a program that basically gives freshman a problem to solve,0,0.030395260313939607
222,Ummm kind of like a world problem,0,0.2115156921086478
223,And so you are just kind of left on your own to solve it,0,0.08967900877249617
224,Umm and our problem was solving world hunger,0,0.17070910373751436
225,So it is really like a problem that no one has actually solved,0,0.02142171260519209
226,Ummm hmmm so let's think so that is a good question,1,0.5309974197500003
227,I think sometimes I have trouble working on a project when like for example when I have too much time right,1,0.5737824960575687
228,So umm for example this summer I was working in DC ummm and I felt like when I wasn't given an exact dead line I didn't necessarily like push myself to work to get it done because it wasn't -- I didn't have a dead line like I wasn’t sure when I needed it to get done so I was like oh that’ fine okay I can do it later,0,0.1352367738043197
229,So I think one of my weaknesses I think it is pushing things off unless there is a deadline,0,0.0705571610152508
230,So I really have been trying setting internal deadlines for myself,0,0.03414728906078335
231,And trying to stick to those deadlines and I think it is really hard I think it is really hard when you have a lot of things to do to figure out how to prioritize and actually come through with the deadlines,0,0.03249104510301348
232,And I think that is really important skill throughout life,0,0.11320191250810435
233,So for example this week I have a lot of things due at the end of the week,0,0.09444753853762607
234,So trying to get at least a certain amount done by Tuesday and kind of like evaluating my progress throughout the week is something I have been trying to work on more,0,0.1768600974688769
235,Well we will pretend this is the (inaudible) institute,0,0.2977831921157918
236,I am really interested in studying the intersection on nutrition and health ummm especially in the kind of evaluating project area,0,0.18051115217519223
237,So recently I actually switched to economics umm I was originally studying biology but I felt that I could - that there is more to be done in economics in terms of helping people and I really would be excited to learn more about how food security and nutrition intersect,0,0.20919740887807237
238,And I would be very committed and willing to work as much as you needed me to,0,0.21899413203219753
239,Doing well,0,0.39245568688584626
240,How are you?,0,0.15445987288440202
241,Um my name is Stephie,0,0.3022838906250506
242,Um I am a junior here at MIT,0,0.3022838906250506
243,Um and see I'm currently studying Computer Science so um,0,0.09444753853762607
244,I'm a six three um and I'm here hoping to you know get in touch and um see if there's any opportunity for me over at Google,0,0.22001190438092705
245,Um see,0,0.2387154408523499
246,Hm so last semester um I took a class in software constructions,0,0.3022838906250506
247,So it's six double-o five here,0,0.07018898356424853
248,And um throughout the semester we had you know many individual projects,0,0.13474691236493075
249,But also two group projects,0,0.07018898356424853
250,And um something I've noticed very much here at MIT is that people don't like to take initiative and so um you know my- we were doing out first group project and um you know my- my partners were pretty cool,0,0.478781078165742
251,But no one seemed to want to arrange a time to meet up and actually get work done,0,0.05007391579932511
252,So I jumped in and you know shot- shot out a few emails,0,0.11980571834570754
253,And made it work,0,0.13457995866975905
254,[laugh] How about that? Um let's talk about that second group project in this class,0,0.2387154408523499
255,Unfortunately my um my group members in this uh for this project were not quite as awesome as the one before,0,0.32230062042973917
256,Um and uh for some reason um there were two guys and uh they- they were overriding my code in the repository,0,0.3022838906250506
257,So um they've completely disregarded any work I've done even after I'd emailed them and told them hey you know there are tools to help resolve conflicts in code-,0,0.10429856273872934
258,-if we're both working on the same thing,0,0.33141366362000685
259,And so eventually I had to go to the TA and to the professor went spoke to Ann Hunter,0,0.09444753853762607
260,And they helped me resolve the situation,0,0.13457995866975905
261,So you know sometimes you try your best in the situation and you really-- some things are out of your control,0,0.2066034157898696
262,But um usually people you can go to,0,0.11222070821856067
263,Thanks,1,0.929060350894491
264,Um see,0,0.2387154408523499
265,I- let's see I- for the longest time even when I was small I've always been pretty quiet,0,0.4716025486650735
266,So um and back in elementary school even,0,0.07018898356424853
267,Uh on my progress reports they would- they would just say Stephie is- is this sweet girl [laughs] and then you know I'd get a mediocre grade for participation stuff like that,0,0.10429856273872934
268,And so that's been an on going struggle for me um throughout my life,0,0.04151446662050083
269,But um people really aren't as scary as as sometimes I think they- they seem to be so,0,0.02508721643408232
270,It's been going well,0,0.39245568688584626
271,Um see uh,0,0.2387154408523499
272,Well I've- I've taken classes with um with like speaking components and presentations,0,0.4716025486650735
273,Um so it's it's a way to get in- my feet into the water,0,0.3938730607112474
274,But um it's been a good experience so,0,0.13457995866975905
275,Hmm I think that I have a lot to offer,0,0.4316075683376617
276,Um my skill set is pretty good? Um you know I've- I've picked up a lot of skills here at MIT and also on my own um through research here at MIT,1,0.7070690685863894
277,And you know I think I can be a valuable asset to to,0,0.32951325534129816
278,Good,1,0.9036480987850044
279,How are you?,0,0.15445987288440202
280,Um so I'm a junior at MIT,0,0.3022838906250506
281,I'm majoring in environmental engineering,0,0.3938730607112474
282,Um and so I'm taking classes this semester in hydrology environmental transport,0,0.3022838906250506
283,Um I've done internships previously with environmental restoration companies,0,0.3022838906250506
284,And I also participated in research last summer,0,0.09444753853762607
285,Um I'd like to go to Grad school after I graduate in Environmental Enginneering again,0,0.4716025486650735
286,Um so this semester I became President of the Women's Independent Living Group,0,0.3022838906250506
287,Um after being House Manager last semester,0,0.2387154408523499
288,So I've worked through a lot of problems within the house in trying to kind of get the right atmosphere in the house,0,0.08191717026182452
289,Um So as house manager um I organized work week at the beginning of this year,0,0.4716025486650735
290,So it's a time when - there's about 30 members in the house and everybody gets together and um works on the house paints rooms like fixes it up before the school year starts,0,0.13457995866975905
291,So I organized that assigned jobs to people and facilitated that,0,0.09444753853762607
292,Um so I'm also on the rowing team,0,0.3022838906250506
293,And I'm not sure if this is exactly what you're looking for but I guess I was in the second boat last year and we were having a lot of problems throughout the season kind of like we would go to a race and we would be okay but we weren't performing up to our standards,0,0.2439282069851289
294,And so it was a big struggle for me to try and figure out how to kind of help turn the attitude around in the boat,0,0.038668391942406406
295,Um and we were finally able to pull it off in our very last race and we won the semi-finals at Patriot League,1,0.5052336361306978
296,So I think it's the right mix of like knowing when to speak up say something and knowing what to say,0,0.27356360199342006
297,Um kind of by speaking up and letting people know not like putting people down but letting people know that there was way more potential to be had,0,0.39245568688584626
298,Um one of my weaknesses I tend to be I guess a little more withdrawn sometimes,0,0.2397396965153384
299,Um and that's something I've been working on like I've taken leadership in my house and as the rowing team um but I think something good about that is I tend to be a very good listener,0,0.27356360199342006
300,Um I think I'm like extremely responsible,1,0.6100299707868481
301,Um I have a lot of experience,0,0.3022838906250506
302,And this is something that I think will help further my career goals and something I'm really excited about learning about,0,0.11320191250810435
303,And so I'll put a lot of effort into this project,0,0.09444753853762607
304,Um pretty good,0,0.39245568688584626
305,Um yeah,0,0.2387154408523499
306,So um my name is Dina Wong,0,0.09444753853762607
307,I'm a student at MIT,0,0.3938730607112474
308,I'm in my third year,0,0.4730831849790573
309,I'm majoring in course six seven which is biological engin-um biologic-um Computational Biology,0,0.3938730607112474
310,Um It's pretty new so it only like existed my freshman year,0,0.4716025486650735
311,So yeah so I've been taking a lot of computer science and technology classes,0,0.09444753853762607
